web-scraper-order,headline,headline-href,head,date
1545825058-275,Health ministry implements HIV AIDS Act 2017: All you need to know,https://timesofindia.indiatimes.com/india/health-ministry-announced-implementation-of-hiv-aids-act-2017-all-you-need-to-know/articleshow/65764317.cms,Health ministry implements HIV AIDS Act 2017: All you need to know,"Sep 11, 2018, 14:30 IST"
1545825064-278,Jindal Global University unveils handbook on rights of transgenders,https://timesofindia.indiatimes.com/home/education/news/jindal-global-university-unveils-handbook-on-rights-of-transgenders/articleshow/65807156.cms,Jindal Global University unveils handbook on rights of transgenders,"Sep 14, 2018, 13:39 IST"
1545825047-270,"Ritika, Suchi, Adya & Ananya win debate contest",https://timesofindia.indiatimes.com/city/patna/ritika-suchi-adya-ananya-win-debate-contest/articleshow/65736050.cms,"Ritika, Suchi, Adya & Ananya win debate contest","Sep 9, 2018, 08:30 IST"
1545825049-271,‘LGBTQs should be granted marriage & adoption rights’,https://timesofindia.indiatimes.com/city/nagpur/lgbtqs-should-be-granted-marriage-adoption-rights/articleshow/65735053.cms,‘LGBTQs should be granted marriage & adoption rights’,"Sep 9, 2018, 03:37 IST"
1545825201-281,"‘After many Independence Days, I’ll now scream that I too am free’",https://timesofindia.indiatimes.com/city/nagpur/after-many-independence-days-ill-now-scream-that-i-too-am-free/articleshow/65712325.cms,"‘After many Independence Days, I’ll now scream that I too am free’",TNN
1545825216-288,'SC verdict decriminalising consensual gay sex beginning of a new challenge to end discrimination',https://timesofindia.indiatimes.com/india/sc-verdict-decriminalising-consensual-gay-sex-beginning-of-a-new-challenge-to-end-discrimination/articleshow/65734790.cms,'SC verdict decriminalising consensual gay sex beginning of a new challenge to end discrimination',PTI
1545825225-290,Forward-looking 377 order holds lessons for the world,https://timesofindia.indiatimes.com/home/sunday-times/all-that-matters/forward-looking-377-order-holds-lessons-for-the-world/articleshow/65735838.cms,Forward-looking 377 order holds lessons for the world,"Sep 9, 2018, 02:00 IST"
1545825210-285,Section 377 verdict: Meet the people behind the petitions,https://timesofindia.indiatimes.com/india/section-377-verdict-meet-the-people-behind-the-petitions/articleshow/65713905.cms,Section 377 verdict: Meet the people behind the petitions,TIMESOFINDIA.COM
1545825203-282,"LGBTQ community: Abandoned by netas, saved by court",https://timesofindia.indiatimes.com/india/abandoned-by-netas-saved-by-court/articleshow/65713389.cms,"LGBTQ community: Abandoned by netas, saved by court",TNN
1545825212-286,"RIP Prejudice: Now, they tell their story with pride",https://timesofindia.indiatimes.com/india/r-i-p-prejudice-now-they-tell-their-story-with-pride/articleshow/65713866.cms,"RIP Prejudice: Now, they tell their story with pride",TNN
1545825207-284,Lucknow: Gay rights activist was held for imparting sex education,https://timesofindia.indiatimes.com/city/lucknow/lucknow-gay-rights-activist-was-held-for-imparting-sex-education/articleshow/65713601.cms,Lucknow: Gay rights activist was held for imparting sex education,TNN
1545825205-283,'Each moment spent in jail has been worth it',https://timesofindia.indiatimes.com/india/each-moment-spent-in-jail-has-been-worth-it/articleshow/65713423.cms,'Each moment spent in jail has been worth it',TNN
1545825214-287,"Rajasthan police use Bollywood, cricket for creative tweets",https://timesofindia.indiatimes.com/city/jaipur/raj-police-gets-creative-on-twitter-uses-bollywood-cricket-and-festivals-to-issue-creative-messages/articleshow/65726314.cms,"Rajasthan police use Bollywood, cricket for creative tweets",TNN
1545825223-289,"Prison inmates to be screened for HIV, TB",https://timesofindia.indiatimes.com/city/trichy/prison-inmates-to-be-screened-for-hiv-tb/articleshow/65737265.cms,"Prison inmates to be screened for HIV, TB",TNN
1545825547-296,"On medicines for 16 years, youth stresses on family support",https://timesofindia.indiatimes.com/city/mumbai/on-medicines-for-16-years-youth-stresses-on-family-support/articleshow/65650623.cms,"On medicines for 16 years, youth stresses on family support","Sep 3, 2018, 06:14 IST"
1545825567-303,"SC verdict historic for some, immoral for others",https://timesofindia.indiatimes.com/city/nagpur/sc-verdict-historic-for-some-immoral-for-others/articleshow/65708954.cms,"SC verdict historic for some, immoral for others","Sep 7, 2018, 03:10 IST"
1545825542-294,"Don't believe I have 'made it', said Mathhew McConaughey",https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/dont-believe-i-have-made-it-said-mathhew-mcconaughey/articleshow/65644352.cms,"Don't believe I have 'made it', said Mathhew McConaughey","Sep 2, 2018, 14:57 IST"
1545825565-302,UN chief welcomes SC decision to decriminalise gay sex,https://timesofindia.indiatimes.com/india/un-chief-welcomes-sc-decision-to-decriminalise-gay-sex/articleshow/65710487.cms,UN chief welcomes SC decision to decriminalise gay sex,"Sep 6, 2018, 22:04 IST"
1545825562-301,Homosexuality is a genetic disorder: Subramanian Swamy,https://timesofindia.indiatimes.com/india/homosexuality-is-a-genetic-disorder-subramanian-swamy/articleshow/65707670.cms,Homosexuality is a genetic disorder: Subramanian Swamy,"Sep 6, 2018, 20:33 IST"
1545825560-300,"With no disclosure norms, most HIV+ kids learn about ailment after parent’s death",https://timesofindia.indiatimes.com/city/pune/with-no-disclosure-norms-most-hiv-kids-learn-about-ailment-after-parents-death/articleshow/65663382.cms,"With no disclosure norms, most HIV+ kids learn about ailment after parent’s death","Sep 4, 2018, 06:36 IST"
1545825545-295,"Despite meds, Maharashtra’s HIV+ kids fight a crippling battle",https://timesofindia.indiatimes.com/city/pune/despite-meds-maharashtras-hiv-kids-fight-a-crippling-battle/articleshow/65650376.cms,"Despite meds, Maharashtra’s HIV+ kids fight a crippling battle","Sep 3, 2018, 06:48 IST"
1545825549-297,"Despite meds, Maha's HIV+ kids fight a crippling battle",https://timesofindia.indiatimes.com/city/pune/despite-meds-mahas-hiv-kids-fight-a-crippling-battle/articleshow/65651044.cms,"Despite meds, Maha's HIV+ kids fight a crippling battle","Sep 3, 2018, 08:06 IST"
1545825558-299,Why Narasinghpur sees most accident deaths every year,https://timesofindia.indiatimes.com/city/gurgaon/why-narasinghpur-sees-most-accident-deaths-every-year/articleshow/65663167.cms,Why Narasinghpur sees most accident deaths every year,"Sep 4, 2018, 04:04 IST"
1545825555-298,When meds don’t heal: HIV+ kids fight daily war with side-effects,https://timesofindia.indiatimes.com/india/when-meds-dont-heal-hiv-kids-fight-daily-war-with-side-effects/articleshow/65663512.cms,When meds don’t heal: HIV+ kids fight daily war with side-effects,"Sep 4, 2018, 03:24 IST"
1545825807-315,Bhubaneswar Pride Walk raise issues of LGBTQIA+ community,https://timesofindia.indiatimes.com/city/bhubaneswar/bhubaneswar-pride-walk-raise-issues-of-lgbtqia-community/articleshow/65639387.cms,Bhubaneswar Pride Walk raise issues of LGBTQIA+ community,"Sep 1, 2018, 22:41 IST"
1545825805-314,Prince Harry can sing!,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/prince-harry-can-sing/articleshow/65636209.cms,Prince Harry can sing!,"Sep 1, 2018, 17:28 IST"
1545825780-308,Gujarat: ‘Gay prince’ designs South Asia’s first LGBTQ academic module,https://timesofindia.indiatimes.com/city/ahmedabad/gay-prince-designs-south-asias-first-lgbtq-academic-module/articleshow/65568982.cms,Gujarat: ‘Gay prince’ designs South Asia’s first LGBTQ academic module,"Aug 28, 2018, 09:46 IST"
1545825776-306,"Awareness, action needed for ending viral hepatitis by 2030",https://timesofindia.indiatimes.com/india/awareness-action-needed-for-ending-viral-hepatitis-by-2030/articleshow/65567551.cms,"Awareness, action needed for ending viral hepatitis by 2030","Aug 27, 2018, 22:22 IST"
1545825788-312,Discrimination of HIV+ patient: NGO files complaint,https://timesofindia.indiatimes.com/city/goa/discrimination-of-hiv-patient-ngo-files-complaint/articleshow/65599728.cms,Discrimination of HIV+ patient: NGO files complaint,"Aug 30, 2018, 07:26 IST"
1545825786-311,Goa back to square one on AIDS discrimination: Doctor,https://timesofindia.indiatimes.com/city/goa/state-back-to-square-one-on-aids-discrimination-doc/articleshow/65599687.cms,Goa back to square one on AIDS discrimination: Doctor,"Aug 30, 2018, 07:29 IST"
1545825782-309,"Medical insurance may soon cover dental, infertility fixes",https://timesofindia.indiatimes.com/india/medical-insurance-may-soon-cover-dental-infertility-fixes/articleshow/65585927.cms,"Medical insurance may soon cover dental, infertility fixes","Aug 29, 2018, 03:12 IST"
1545825797-313,HIV-positive woman in labour denied admission at UP govt hospital,https://timesofindia.indiatimes.com/city/meerut/hiv-positive-woman-in-labour-denied-admission-at-up-govt-hospital/articleshow/65599374.cms,HIV-positive woman in labour denied admission at UP govt hospital,"Aug 30, 2018, 12:58 IST"
1545825784-310,"GMC reveals identity of HIV+ man, kin in trauma",https://timesofindia.indiatimes.com/city/goa/gmc-reveals-identity-of-hiv-man-kin-in-trauma/articleshow/65585439.cms,"GMC reveals identity of HIV+ man, kin in trauma","Aug 29, 2018, 05:17 IST"
1545825778-307,Rahul Gandhi reveals his plans for NHS-style healthcare system in India,https://timesofindia.indiatimes.com/india/rahul-gandhi-reveals-his-plans-for-nhs-style-healthcare-system-in-india/articleshow/65568137.cms,Rahul Gandhi reveals his plans for NHS-style healthcare system in India,"Aug 27, 2018, 23:17 IST"
1545825967-319,6 suitors vie to take over daily operations at Jaslok Hospital,https://timesofindia.indiatimes.com/city/mumbai/6-suitors-vie-to-take-over-daily-operations-at-jaslok-hospital/articleshow/65446359.cms,6 suitors vie to take over daily operations at Jaslok Hospital,"Aug 18, 2018, 03:07 IST"
1545825999-326,Political rivalry ends in murder of Congress councillor’s husband,https://timesofindia.indiatimes.com/city/amritsar/political-rivalry-ends-in-murder-of-congress-councillors-husband/articleshow/65546887.cms,Political rivalry ends in murder of Congress councillor’s husband,"Aug 26, 2018, 13:32 IST"
1545825997-325,Matrimony site for HIV-positive people launched at IIM-A,https://timesofindia.indiatimes.com/city/ahmedabad/matrimony-site-for-hiv-positive-people-launched-at-iim-a/articleshow/65494427.cms,Matrimony site for HIV-positive people launched at IIM-A,"Aug 22, 2018, 05:25 IST"
1545825975-320,HIV+ man cleared of killing son he thought was infected too,https://timesofindia.indiatimes.com/city/mumbai/hiv-man-cleared-of-killing-son-he-thought-was-infected-too/articleshow/65446699.cms,HIV+ man cleared of killing son he thought was infected too,"Aug 18, 2018, 05:53 IST"
1545825995-324,Can you breastfeed another's baby?,https://timesofindia.indiatimes.com/life-style/parenting/pregnancy/can-you-breastfeed-anothers-baby/articleshow/65487893.cms,Can you breastfeed another's baby?,"Aug 21, 2018, 15:59 IST"
1545825965-318,"HIV+ man acquitted of killing son, wife turns hostile",https://timesofindia.indiatimes.com/city/mumbai/hiv-man-acquitted-of-killing-son-wife-turns-hostile/articleshow/65443930.cms,"HIV+ man acquitted of killing son, wife turns hostile","Aug 17, 2018, 23:55 IST"
1545826002-327,Alarm: Biomed stockpile disposed with civic waste in Hyderabad,https://timesofindia.indiatimes.com/city/hyderabad/alarm-biomed-stockpile-disposed-with-civic-waste-in-hyderabad/articleshow/65557258.cms,Alarm: Biomed stockpile disposed with civic waste in Hyderabad,"Aug 27, 2018, 09:34 IST"
1545825992-323,"Bizman promised iridium vessel, tricked",https://timesofindia.indiatimes.com/city/trichy/bizman-promised-iridium-vessel-tricked/articleshow/65480124.cms,"Bizman promised iridium vessel, tricked","Aug 21, 2018, 00:47 IST"
1545825984-322,Ranchi-born American doctor working to find reason behind increase in cardiovasuclar deaths,https://timesofindia.indiatimes.com/home/education/news/ranchi-born-american-doctor-working-to-find-reason-behind-increase-in-cardiovasuclar-deaths/articleshow/65471415.cms,Ranchi-born American doctor working to find reason behind increase in cardiovasuclar deaths,"Aug 20, 2018, 13:54 IST"
1545825977-321,Former Vijayawada MP Chennupati Vidya passes away,https://timesofindia.indiatimes.com/city/vijayawada/former-vijayawada-mp-chennupati-vidya-passes-away/articleshow/65453497.cms,Former Vijayawada MP Chennupati Vidya passes away,"Aug 18, 2018, 19:30 IST"
1545826230-330,ART data shows drop in HIV+ cases across district,https://timesofindia.indiatimes.com/city/nashik/art-data-shows-drop-in-hiv-cases-across-district/articleshow/65329214.cms,ART data shows drop in HIV+ cases across district,"Aug 8, 2018, 23:51 IST"
1545826271-339,Congress workers held for protest at Cortalim,https://timesofindia.indiatimes.com/city/goa/congress-workers-held-for-protest-at-cortalim/articleshow/65431580.cms,Congress workers held for protest at Cortalim,"Aug 17, 2018, 06:50 IST"
1545826260-335,"Mettur dam full again, excess water released in Kollidam",https://timesofindia.indiatimes.com/city/trichy/mettur-dam-full-again-excess-water-released-in-kollidam/articleshow/65370514.cms,"Mettur dam full again, excess water released in Kollidam","Aug 12, 2018, 08:31 IST"
1545826247-334,"International Youth Day 2018: Wishes, WhatsApp status, Messages, Images, Quotes, SMS",https://timesofindia.indiatimes.com/life-style/events/international-youth-day-2018-wishes-whatsapp-status-messages-images-quotes-sms-happy-international-youth-day-2018/articleshow/65355026.cms,"International Youth Day 2018: Wishes, WhatsApp status, Messages, Images, Quotes, SMS","Aug 11, 2018, 23:55 IST"
1545826269-338,Take vow to protect nation from violent forces: Narayanasamy,https://timesofindia.indiatimes.com/city/puducherry/take-vow-to-protect-nation-from-violent-forces-narayanasamy/articleshow/65416932.cms,Take vow to protect nation from violent forces: Narayanasamy,"Aug 16, 2018, 00:14 IST"
1545826262-336,"Seven tests on donors must for blood banks, says BSACS",https://timesofindia.indiatimes.com/city/patna/seven-tests-on-donors-must-for-blood-banks-says-bsacs/articleshow/65378808.cms,"Seven tests on donors must for blood banks, says BSACS","Aug 13, 2018, 02:00 IST"
1545826232-331,Jagraon civil hospital gets blood bank,https://timesofindia.indiatimes.com/city/ludhiana/jagraon-civil-hospital-gets-blood-bank/articleshow/65328406.cms,Jagraon civil hospital gets blood bank,"Aug 9, 2018, 07:33 IST"
1545826245-333,When shelter homes turn into horror homes,https://timesofindia.indiatimes.com/india/when-shelter-homes-turn-into-horror-homes/articleshow/65347414.cms,When shelter homes turn into horror homes,"Aug 10, 2018, 15:47 IST"
1545826264-337,"1,575 minor victims of sexual abuse staying in child care institutions: Govt to SC",https://timesofindia.indiatimes.com/india/1575-minor-victims-of-sexual-abuse-staying-in-child-care-institutions-govt-to-sc/articleshow/65406848.cms,"1,575 minor victims of sexual abuse staying in child care institutions: Govt to SC","Aug 14, 2018, 22:48 IST"
1545826243-332,Chaos spread at department of Mathematics of AU,https://timesofindia.indiatimes.com/home/education/news/chaos-spread-at-department-of-mathematics-of-au/articleshow/65347786.cms,Chaos spread at department of Mathematics of AU,"Aug 10, 2018, 09:30 IST"
1545826624-345,"Blood bank sealed in Jalandhar, records seized",https://timesofindia.indiatimes.com/city/ludhiana/blood-bank-sealed-in-jalandhar-records-seized/articleshow/65285036.cms,"Blood bank sealed in Jalandhar, records seized","Aug 6, 2018, 10:48 IST"
1545826631-348,Relief for HIV patients: They can now take home 3 months’ drugs,https://timesofindia.indiatimes.com/city/mumbai/relief-for-hiv-patients-they-can-now-take-home-3-months-drugs/articleshow/65315447.cms,Relief for HIV patients: They can now take home 3 months’ drugs,"Aug 8, 2018, 12:03 IST"
1545826633-349,Can I get an STD even from 'receiving' oral sex?,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/can-i-get-an-std-even-from-receiving-oral-sex/articleshow/65321472.cms,Can I get an STD even from 'receiving' oral sex?,"Aug 8, 2018, 14:37 IST"
1545826626-346,Shiv Sena says quotas should go beyond 50 per cent limit,https://timesofindia.indiatimes.com/india/shiv-sena-says-quotas-should-go-beyond-50-per-cent-limit/articleshow/65296321.cms,Shiv Sena says quotas should go beyond 50 per cent limit,"Aug 6, 2018, 21:01 IST"
1545826628-347,"NU scraps norm barring AIDS, leprosy patientsfrom its hostel",https://timesofindia.indiatimes.com/city/nagpur/nu-scraps-norm-barring-aids-leprosy-patientsfrom-its-hostel/articleshow/65298530.cms,"NU scraps norm barring AIDS, leprosy patientsfrom its hostel","Aug 7, 2018, 03:49 IST"
1545826635-350,"In this UP government shelter home, 12 women died of illness in a year",https://timesofindia.indiatimes.com/city/bareilly/in-this-up-government-shelter-home-12-women-died-of-illness-in-a-year/articleshow/65327048.cms,"In this UP government shelter home, 12 women died of illness in a year","Aug 8, 2018, 20:47 IST"
1545826620-343,"In Punjab, 4 samples in drug deaths tested positive each month",https://timesofindia.indiatimes.com/city/chandigarh/in-punjab-4-samples-in-drug-deaths-tested-positive-each-month/articleshow/65275243.cms,"In Punjab, 4 samples in drug deaths tested positive each month","Aug 5, 2018, 08:29 IST"
1545826637-351,"In this UP govt shelter home, 12 women died of illness in a year",https://timesofindia.indiatimes.com/city/bareilly/in-this-up-govt-shelter-home-12-women-died-of-illness-in-a-year/articleshow/65328972.cms,"In this UP govt shelter home, 12 women died of illness in a year","Aug 8, 2018, 23:30 IST"
1545826622-344,War against drugs will soon be won: Ravneet Singh Bittu,https://timesofindia.indiatimes.com/city/ludhiana/war-against-drugs-will-soon-be-won-bittu/articleshow/65285118.cms,War against drugs will soon be won: Ravneet Singh Bittu,"Aug 6, 2018, 10:57 IST"
1545826617-342,"Blood bank sealed in Jalandhar, records seized",https://timesofindia.indiatimes.com/city/ludhiana/blood-bank-sealed-in-jalandhar-records-seized/articleshow/65275276.cms,"Blood bank sealed in Jalandhar, records seized","Aug 5, 2018, 09:28 IST"
1545826930-361,Man held for rape; victim HIV+,https://timesofindia.indiatimes.com/city/navi-mumbai/man-held-for-rape-victim-hiv/articleshow/65264269.cms,Man held for rape; victim HIV+,"Aug 3, 2018, 23:35 IST"
1545826919-356,Migratory pulse polio round from Aug 5 to cover 3.75L children in Ludhiana,https://timesofindia.indiatimes.com/city/ludhiana/migratory-pulse-polio-round-from-aug-5-to-cover-3-75l-children-in-ludhiana/articleshow/65229131.cms,Migratory pulse polio round from Aug 5 to cover 3.75L children in Ludhiana,"Aug 1, 2018, 16:45 IST"
1545826921-357,Mobile van in Ludhiana to trace TB patients,https://timesofindia.indiatimes.com/city/ludhiana/mobile-van-in-city-to-trace-tb-patients/articleshow/65234842.cms,Mobile van in Ludhiana to trace TB patients,"Aug 2, 2018, 14:32 IST"
1545826925-359,Mixed response to anti-trafficking bill,https://timesofindia.indiatimes.com/city/thiruvananthapuram/mixed-response-to-anti-trafficking-bill/articleshow/65254424.cms,Mixed response to anti-trafficking bill,"Aug 3, 2018, 11:17 IST"
1545826932-362,"38 youth from Ludhiana shun drugs, families thank MP Bittu",https://timesofindia.indiatimes.com/city/ludhiana/38-youth-from-ludhiana-shun-drugs-families-thank-mp-bittu/articleshow/65274188.cms,"38 youth from Ludhiana shun drugs, families thank MP Bittu","Aug 4, 2018, 22:48 IST"
1545826914-354,Coimbatore beauty crowned Mrs South Asia UN,https://timesofindia.indiatimes.com/city/coimbatore/city-beauty-crowned-mrs-south-asia-un/articleshow/65220123.cms,Coimbatore beauty crowned Mrs South Asia UN,"Aug 1, 2018, 08:54 IST"
1545826916-355,"‘Tolerance limits’ to be fixed by food regulator for presence of antibiotics in animal, foods",https://timesofindia.indiatimes.com/india/tolerance-limits-to-be-fixed-by-food-regulator-for-presence-of-antibiotics-in-animal-foods/articleshow/65220851.cms,"‘Tolerance limits’ to be fixed by food regulator for presence of antibiotics in animal, foods","Aug 1, 2018, 06:00 IST"
1545826928-360,Computer simulations can predict the spread of HIV: Study,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/computer-simulations-can-predict-the-spread-of-hiv-study/articleshow/65255760.cms,Computer simulations can predict the spread of HIV: Study,"Aug 3, 2018, 13:11 IST"
1545826923-358,"GRH in damage control mode, denies charges of blood wastage",https://timesofindia.indiatimes.com/city/madurai/grh-in-damage-control-mode-denies-charges-of-blood-wastage/articleshow/65250330.cms,"GRH in damage control mode, denies charges of blood wastage","Aug 3, 2018, 14:21 IST"
1545826934-363,Private Blood bank sealed in Jalandhar amid serious irregularities,https://timesofindia.indiatimes.com/city/ludhiana/private-blood-bank-seized-in-jalandhar-amid-serious-irregularities/articleshow/65274314.cms,Private Blood bank sealed in Jalandhar amid serious irregularities,"Aug 4, 2018, 23:32 IST"
1545827120-368,Couple end life in Barmer,https://timesofindia.indiatimes.com/city/jaipur/couple-end-life-in-barmer/articleshow/65155806.cms,Couple end life in Barmer,"Jul 27, 2018, 00:17 IST"
1545827134-372,HIV+ve woman dies denied permission in hospital,https://timesofindia.indiatimes.com/city/chandigarh/hivve-woman-dies-denied-permission-in-hospital/articleshow/65170888.cms,HIV+ve woman dies denied permission in hospital,"Jul 28, 2018, 08:16 IST"
1545827124-369,Lok Sabha clears law to deal with human trafficking,https://timesofindia.indiatimes.com/india/lok-sabha-clears-law-to-deal-with-human-trafficking/articleshow/65156682.cms,Lok Sabha clears law to deal with human trafficking,"Jul 27, 2018, 05:28 IST"
1545827137-373,World Hepatitis Day 2018: Fighting the hepatitis menace,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/world-hepatitis-day-2018-fighting-the-hepatitis-menace/articleshow/65160207.cms,World Hepatitis Day 2018: Fighting the hepatitis menace,"Jul 28, 2018, 09:00 IST"
1545827145-374,‘Hepatitis patients more at risk of liver cancer’,https://timesofindia.indiatimes.com/city/hyderabad/hepatitis-patients-more-at-risk-of-liver-cancer/articleshow/65184395.cms,‘Hepatitis patients more at risk of liver cancer’,"Jul 29, 2018, 12:02 IST"
1545827126-370,"Anti-Trafficking Bill receives mixed response from voluntary organisations, civil society & activists",https://timesofindia.indiatimes.com/india/anti-trafficking-bill-receives-mixed-response-from-voluntary-organisations-civil-society-activists/articleshow/65158566.cms,"Anti-Trafficking Bill receives mixed response from voluntary organisations, civil society & activists","Jul 27, 2018, 10:05 IST"
1545827147-375,"USAID, AMCHAM join hands to address India's development challenges",https://timesofindia.indiatimes.com/business/india-business/usaid-amcham-join-hands-to-address-indias-development-challenges/articleshow/65200612.cms,"USAID, AMCHAM join hands to address India's development challenges","Jul 30, 2018, 18:32 IST"
1545827106-366,Six Jind jail inmates found HIV+ve,https://timesofindia.indiatimes.com/city/chandigarh/6-jind-jail-inmates-found-hivve/articleshow/65140934.cms,Six Jind jail inmates found HIV+ve,"Jul 26, 2018, 09:39 IST"
1545827132-371,Couple end life in Barmer,https://timesofindia.indiatimes.com/city/jaipur/couple-end-life-in-barmer/articleshow/65155801.cms,Couple end life in Barmer,"Jul 27, 2018, 10:54 IST"
1545827108-367,Government to launch national programme for prevention & control of hepatitis on July 28,https://timesofindia.indiatimes.com/india/government-to-launch-national-programme-for-prevention-control-of-hepatitis-on-july-28/articleshow/65154545.cms,Government to launch national programme for prevention & control of hepatitis on July 28,"Jul 26, 2018, 22:39 IST"
1545827400-381,NMC to provide free bus pass to HIV patients,https://timesofindia.indiatimes.com/city/nagpur/nmc-to-provide-free-bus-pass-to-hiv-patients/articleshow/65095180.cms,NMC to provide free bus pass to HIV patients,"Jul 23, 2018, 13:18 IST"
1545827391-379,79 jail inmates discharged from JJ; 4 still being treated,https://timesofindia.indiatimes.com/city/mumbai/79-jail-inmates-discharged-from-jj-4-still-being-treated/articleshow/65086156.cms,79 jail inmates discharged from JJ; 4 still being treated,"Jul 22, 2018, 23:59 IST"
1545827431-386,"In 7 years, HIV cases in India dropped by 27%: UN report",https://timesofindia.indiatimes.com/india/in-7-years-hiv-cases-in-india-dropped-by-27:-un-report/articleshow/65126098.cms,"In 7 years, HIV cases in India dropped by 27%: UN report","Jul 25, 2018, 03:49 IST"
1545827418-383,Cash-strapped NMC spent Rs 18.46 lakh on sports events,https://timesofindia.indiatimes.com/city/nagpur/cash-strapped-nmc-spent-rs-18-46-lakh-on-sports-events/articleshow/65110030.cms,Cash-strapped NMC spent Rs 18.46 lakh on sports events,"Jul 24, 2018, 03:55 IST"
1545827433-387,"Termed sterling example by UN agency, Avahan reduced Karnataka’s HIV burden",https://timesofindia.indiatimes.com/city/bengaluru/termed-sterling-example-by-un-agency-avahan-reduced-states-hiv-burden/articleshow/65139923.cms,"Termed sterling example by UN agency, Avahan reduced Karnataka’s HIV burden","Jul 26, 2018, 07:27 IST"
1545827428-385,"UN draft on TB sparks fears of India, Brazil succumbing to US pressure",https://timesofindia.indiatimes.com/india/un-draft-on-tb-sparks-fears-of-india-brazil-succumbing-to-us-pressure/articleshow/65120977.cms,"UN draft on TB sparks fears of India, Brazil succumbing to US pressure","Jul 24, 2018, 19:51 IST"
1545827420-384,Prince Gohil to address International AIDS Conference,https://timesofindia.indiatimes.com/city/surat/prince-gohil-to-address-international-aids-conference/articleshow/65110561.cms,Prince Gohil to address International AIDS Conference,"Jul 24, 2018, 13:52 IST"
1545827393-380,Why insurance against cancer is critical,https://timesofindia.indiatimes.com/business/india-business/why-insurance-against-cancer-is-critical/articleshow/65098451.cms,Why insurance against cancer is critical,"Jul 23, 2018, 10:17 IST"
1545827408-382,"No awareness, labourers miss out on critical care aid plan",https://timesofindia.indiatimes.com/city/meerut/no-awareness-labourers-miss-out-on-critical-care-aid-plan/articleshow/65109507.cms,"No awareness, labourers miss out on critical care aid plan","Jul 23, 2018, 23:10 IST"
1545827378-378,India sees major reductions in HIV infections: UN report,https://timesofindia.indiatimes.com/india/india-sees-major-reductions-in-hiv-infections-un-report/articleshow/65064434.cms,India sees major reductions in HIV infections: UN report,"Jul 20, 2018, 15:06 IST"
1545827602-396,"'Trafficking bill can be threat to freedom of expression', say activists",https://timesofindia.indiatimes.com/india/trafficking-bill-can-be-threat-to-freedom-of-expression-say-activists/articleshow/65029767.cms,"'Trafficking bill can be threat to freedom of expression', say activists","Jul 17, 2018, 23:06 IST"
1545827606-398,Tamil Nadu dialysis patients at high risk of contracting hepatitis: Study,https://timesofindia.indiatimes.com/city/chennai/tn-dialysis-patients-at-high-risk-of-contracting-hepatitis-study/articleshow/65046452.cms,Tamil Nadu dialysis patients at high risk of contracting hepatitis: Study,"Jul 19, 2018, 07:50 IST"
1545827591-391,Essential list of medicines to be revised; medical devices and consumables may be included,https://timesofindia.indiatimes.com/india/essential-list-of-medicines-to-be-revised-medical-devices-and-consumables-may-be-included/articleshow/65000413.cms,Essential list of medicines to be revised; medical devices and consumables may be included,"Jul 15, 2018, 22:05 IST"
1545827563-390,Essential list of medicines to be revised; medical devices and consumables may be included,https://timesofindia.indiatimes.com/business/india-business/essential-list-of-medicines-to-be-revised-medical-devices-and-consumables-may-be-included/articleshow/65000339.cms,Essential list of medicines to be revised; medical devices and consumables may be included,"Jul 15, 2018, 22:05 IST"
1545827593-392,Special teams leave for Chennai to nab accomplices of fake disaster expert,https://timesofindia.indiatimes.com/city/coimbatore/special-teams-leave-for-chennai-to-nab-accomplices-of-fake-disaster-expert/articleshow/65001833.cms,Special teams leave for Chennai to nab accomplices of fake disaster expert,"Jul 16, 2018, 11:23 IST"
1545827597-394,SC resumes hearing in Section 377 case: Highlights,https://timesofindia.indiatimes.com/india/sc-to-resume-hearing-in-section-377-case-highlights/articleshow/65018646.cms,SC resumes hearing in Section 377 case: Highlights,"Jul 17, 2018, 15:27 IST"
1545827595-393,Police on lookout for accomplices of fake trainer,https://timesofindia.indiatimes.com/city/coimbatore/police-on-lookout-for-accomplices-of-fake-trainer/articleshow/65005147.cms,Police on lookout for accomplices of fake trainer,"Jul 16, 2018, 11:20 IST"
1545827604-397,The Supreme Court blames prohibition for STDs in gays. But what does the data say?,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/the-supreme-court-blames-prohibition-for-stds-in-gays-but-what-does-the-data-say/articleshow/65040384.cms,The Supreme Court blames prohibition for STDs in gays. But what does the data say?,"Jul 18, 2018, 17:38 IST"
1545827600-395,Homosexual relationships do not lead to STDs like AIDS: SC,https://timesofindia.indiatimes.com/india/homosexual-relationships-do-not-lead-to-stds-like-aids-sc/articleshow/65027844.cms,Homosexual relationships do not lead to STDs like AIDS: SC,"Jul 17, 2018, 20:29 IST"
